Code zone;Zone;Code Élément;Élément;Produit;Année;Unité;Valeur
165;Pakistan;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
166;Panama;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
169;Paraguay;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
150;Pays-Bas;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1418
170;Pérou;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
171;Philippines;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;2
173;Pologne;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1025
70;Polynésie française;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
174;Portugal;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;44
117;République de Corée;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;6
146;République de Moldova;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
56;République dominicaine;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;6
116;République populaire démocratique de Corée;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
183;Roumanie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;69
229;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;359
184;Rwanda;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
188;Saint-Kitts-et-Nevis;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
244;Samoa;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
195;Sénégal;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
272;Serbie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;7
197;Sierra Leone;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
199;Slovaquie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;35
198;Slovénie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;29
38;Sri Lanka;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;2
210;Suède;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;23
211;Suisse;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
207;Suriname;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;5
39;Tchad;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
167;Tchéquie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;27
216;Thaïlande;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;796
217;Togo;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
220;Trinité-et-Tobago;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
222;Tunisie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
223;Turquie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;429
230;Ukraine;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;273
234;Uruguay;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3
236;Venezuela (République bolivarienne du);5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
237;Viet Nam;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
249;Yémen;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
251;Zambie;5911;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
